汪汪队立大功第一季1-50,#genre#
第4集 游上岸的鲸宝宝,https://s138.ananas.chaoxing.com/sv-w9/video/01/e2/35/c44c5c1cec3d86cca9d36adb6d6fab9d/sd.mp4?at_=1705955460722&ak_=45e32a8ae0ae241481f59d4e0bf1b586&ad_=f44f9d7a4aa0c584be4816c7c36a88e8
第2集 秋季庆典,https://s138.ananas.chaoxing.com/sv-w9/video/19/8c/33/c086e6ed667e401d0e7589e6f66055fe/sd.mp4?at_=1705955463831&ak_=856c4a3bbea1c6389918737cdc1e5d33&ad_=febcdc9de4a737a18474a9578067228b
第3集 狗狗拯救海龟,https://s138.ananas.chaoxing.com/sv-w8/video/aa/d3/84/5a7c210b7f38d2168cb28fdec5db849a/sd.mp4?at_=1705955466939&ak_=269b98170d1a4fe3c4c2136651256e5d&ad_=c3b01664f543384314bbb213e15569bf
第1集 海上救援,https://s138.ananas.chaoxing.com/sv-w9/video/0b/de/00/b19659dd0519ba620e44e85f5679cb6e/sd.mp4?at_=1705955470063&ak_=cedd05fce16d3270f9653439e58a13f8&ad_=d4383ac68372b5586bdd7bc34d83ea55

汪汪队立大功第二季51-96,#genre#
第86集 海象的女朋友,https://s138.ananas.chaoxing.com/sv-w8/video/42/2d/ae/57106ac41041c00a86623625379f8c0f/sd.mp4?at_=1705957553267&ak_=2341caab019cc1aa33b8ab80be5d6ecc&ad_=0ffc90a9b2550bbd59b7a9f3818cfd23
第95集 鬼盗船惊魂记,https://s138.ananas.chaoxing.com/sv-w8/video/52/9c/92/8d490e8d8a296edb6311f46d42d8431f/sd.mp4?at_=1705957671038&ak_=e5b54f4d7e59cf035bb63a75e3ee7fc3&ad_=dd5f987030338687d76118e24c453a5b
第92集 拯救演唱会,https://s138.ananas.chaoxing.com/sv-w8/video/97/2c/2c/92b3600ba9692f2331f45b613c087af3/sd.mp4?at_=1705957695831&ak_=134cd2ea112d2c7975b3a688e53d5928&ad_=5ca366bda8def52675ee693ed1f91660
第93集 老鹰有难,https://s138.ananas.chaoxing.com/sv-w7/video/b7/e3/eb/3fd6dfba955fe4646c1c3e83004f2eb3/sd.mp4?at_=1705957698353&ak_=f39d469c2ae97804f6a56ed46925a30d&ad_=fe6d8852ec5996eb3df5f44ad09f547f
第96集 狗狗功夫,https://s138.ananas.chaoxing.com/sv-w7/video/ce/96/f3/41dfac30ff344c05d548a54ca76e7a9f/sd.mp4?at_=1705957700862&ak_=560c77e13f6cc4898a376781b9a2b6d8&ad_=185fe6d0cdfcc05f2fafe47a5225765b
第94集 恐龙冒险湾,https://s138.ananas.chaoxing.com/sv-w9/video/f3/74/b6/60f24cc3998710b4f99aa206c757ed69/sd.mp4?at_=1705957703148&ak_=8df0cfd20e4274513029b527ad04b6a8&ad_=70be9f84b59492c2395384e0438687bd
第91集 雪地搜索,https://s138.ananas.chaoxing.com/sv-w9/video/fa/f3/60/09cf50c7397caf9a76dd390a2a9db9be/sd.mp4?at_=1705957705911&ak_=3edaf7747de1ec107ab207011954ff35&ad_=eb2e002528c1403594e99e5627b6114f
第90集 披萨危机,https://s138.ananas.chaoxing.com/sv-w7/video/f6/9e/de/d916636a471261aa8155237f6795aee1/sd.mp4?at_=1705957708430&ak_=58750cfde51554b150a6de241ca49c82&ad_=462004c46a8833499ea3aed39342c4dd
第89集 深海拯救海底鸡,https://s138.ananas.chaoxing.com/sv-w8/video/e0/b4/ed/622badbf6d83e45ccea1b89365b77946/sd.mp4?at_=1705957710941&ak_=8633b0e8f3607bc2666d49e0d9e59366&ad_=9e4f27b6808a1742ef6e23e6c434fca6
第88集 滑雪板大赛,https://s138.ananas.chaoxing.com/sv-w9/video/4b/7e/ea/ff164a9c0d84b9503a7d8e7b392b5460/sd.mp4?at_=1705957713476&ak_=79ec24411b6376e5fb7d11acb61fae9e&ad_=8170998eff3f14f927ee041419d92973
第87集 送企鹅回家,https://s138.ananas.chaoxing.com/sv-w7/video/cd/66/cd/abf183c75c73c6754033b07d316ef12d/sd.mp4?at_=1705957715994&ak_=0944d279000a97882b48029dd028ae26&ad_=03eb6e56bf32c22f1671f78fd6f011f0
第85集 一根大骨头,https://s138.ananas.chaoxing.com/sv-w9/video/0e/60/5a/7dfadd5074c197f181fbebef6d9316c8/sd.mp4?at_=1705957718496&ak_=07c07cdacf8454ef1e3ef11dbf9ad451&ad_=abcc48c9cc8ccd659856752f6dfcf7ef
第84集 法兰索瓦闯的祸,https://s138.ananas.chaoxing.com/sv-w9/video/05/b5/41/03984a0c81fd197b495877fdc3bc7484/sd.mp4?at_=1705957720418&ak_=e3d43be0e6da5962799236cac260658a&ad_=ba548ca580c43261008646e66146cacc
第83集 抢匪的金银财宝,https://s138.ananas.chaoxing.com/sv-w9/video/51/d8/ad/048fab97aebb1b19096fbb917cc143ae/sd.mp4?at_=1705957723526&ak_=e5acaf7085f1dac92a0989d92fe77203&ad_=872d186ec8896ea0a81a3412f7f95859
第82集 狗狗拯救市长大赛,https://s138.ananas.chaoxing.com/sv-w8/video/70/0e/c9/4edff7ede225a457e8905cfda85ce0d6/sd.mp4?at_=1705957726076&ak_=47ab1b142c322fa9c20c3b4427bef24d&ad_=85180d24fae8f189282d624b0d029355
第81集 汪汪队的惊喜,https://s138.ananas.chaoxing.com/sv-w8/video/a1/da/7a/b72e062a684c4e98bccf75d995a9e160/sd.mp4?at_=1705957728598&ak_=d6b1a16748c951761adda51bbcadb431&ad_=8210a06a0f136a9d9e0b8c69354d9c00
第80集 亚力的露营冒险,https://s138.ananas.chaoxing.com/sv-w7/video/89/c5/a8/e7799148be9eff6297f988378e3a7ba7/sd.mp4?at_=1705957731119&ak_=ed90cdc4d9543f6db238edfd002408a4&ad_=56d3f5d8cf1c4b0d8130f090aea0e85f
第79集 狗狗来抓鬼,https://s138.ananas.chaoxing.com/sv-w9/video/00/3f/29/8e38fc32e7eda571774141c1b62b5473/sd.mp4?at_=1705957733791&ak_=7c18b1671db2d4f8e0dd5958c68b6f2c&ad_=07680d63f54d896ac132c347851981cc
第78集 狗狗感冒了,https://s138.ananas.chaoxing.com/sv-w8/video/5c/89/66/00c5652eb04fa5d4811fd0b35c75fd2d/sd.mp4?at_=1705957736178&ak_=3b189a188a2732c48a76465b61fd603f&ad_=514299add5190a2c880948e3219ddcd4
第77集 消失的烟火,https://s138.ananas.chaoxing.com/sv-w9/video/32/75/08/ec9eef631005b425a5d351cbeb93786e/sd.mp4?at_=1705957738818&ak_=a829ac6fdebacaec2035e253b5995224&ad_=d68fb03c08da82b97aceb9d25d6df9bf
第76集 汪汪队当保姆,https://s138.ananas.chaoxing.com/sv-w9/video/48/39/06/32bea88ba2a36aeaf1f3e731df940ef4/sd.mp4?at_=1705957740655&ak_=81a0771e2f3cae02b5ab78c7b940c6e9&ad_=fa38e0fc9a72c33e5697972fdbd877bd
第75集 偷搭便车的莉莉,https://s138.ananas.chaoxing.com/sv-w7/video/c5/b2/bc/f92a5a93660a722eb2cdccbdd6cad45f/sd.mp4?at_=1705957743743&ak_=bcf20bda8d35d401c0407e2d264e8c02&ad_=2e13f9ae838323af39f8fbd546264e30
第74集 狗狗拯救好朋友,https://s138.ananas.chaoxing.com/sv-w7/video/d2/ce/91/b7fa06ef0959df8ee274fb9fc547f767/sd.mp4?at_=1705957746263&ak_=b0581f444fda5dc144b4ccfda09f666b&ad_=f504528b5abfdc05341eb7d61987ca3a
第73集 狗狗与淘气的猫咪,https://s138.ananas.chaoxing.com/sv-w8/video/0f/a4/3f/64ac7fd7bb14cf1fd1e93db3d8fd4cb8/sd.mp4?at_=1705957748154&ak_=5fced74d612064dc316fe2222d366d8b&ad_=849303062b958b67d00990e2c13f6d2d
第72集 大象家族,https://s138.ananas.chaoxing.com/sv-w7/video/30/1c/40/be9101e03f15d7f3af3a6aecb626b3e4/sd.mp4?at_=1705957751305&ak_=7c9b221ce74b66ba098a21af9be5a1dd&ad_=b9d7abed2bda74fd2d8f1ffd3b6b46be
第71集 人鱼狗传奇,https://s138.ananas.chaoxing.com/sv-w9/video/6d/0f/8b/7b507fed312de7bcc4da36e8837c44e6/sd.mp4?at_=1705957753213&ak_=4daa932a2c151672e641510943601516&ad_=f194869aa4c36313a982991efe68f425
第70集 灯塔里的女王蜂,https://s138.ananas.chaoxing.com/sv-w8/video/9b/15/5f/59c15c22cffc6b0cafec0d035a9c00c3/sd.mp4?at_=1705957756356&ak_=cc0e0d0857813f4c710a7ff739386eaa&ad_=ac8f5a94cf301b1d62f1d0645731d724
第69集 狗狗拯救鹦鹉,https://s138.ananas.chaoxing.com/sv-w9/video/37/9c/01/cfb5dbdd69253e7455c77cc69f445f9f/sd.mp4?at_=1705957758880&ak_=1a2df8f839282cb14835a695c183a2c0&ad_=6c2a131e655afa8cd80053ae21545efc
第68集 狗狗拯救受困的路,https://s138.ananas.chaoxing.com/sv-w9/video/b8/fd/4c/fb7f940ac87c4c88659318b956c5618d/sd.mp4?at_=1705957761452&ak_=82d975a34148bf38d6992fc4ebf30752&ad_=a04624c627ce4d2fc8cc23acf3e61bb2
第66集 烤玉米大会,https://s138.ananas.chaoxing.com/sv-w9/video/86/98/2f/c097445ab957ce5fff0030d1f89dae2b/sd.mp4?at_=1705957763906&ak_=f5ae74481dfe46f139a84851a5b60895&ad_=9c152c5d5ae4f3a47f74f98f01bf760c
第67集 毛毛当家,https://s138.ananas.chaoxing.com/sv-w7/video/f1/6e/e6/f0680b5290e5b894507ae9965085ca4a/sd.mp4?at_=1705957766429&ak_=ad1d9a3cef073e0fc5f87ce3f5221e77&ad_=2f113c78aa6d06f405c1d45453e02819
第65集 狗狗拯救才艺秀,https://s138.ananas.chaoxing.com/sv-w7/video/06/62/8e/c46383d935c8036d9df9f91bf1f81d5f/sd.mp4?at_=1705957768955&ak_=fea41a1ad8dce386e30c2dd5065f0ece&ad_=5e195b8653f6e3b4d2722dbf446aa482
第64集 婚礼救援任务,https://s138.ananas.chaoxing.com/sv-w9/video/73/aa/f6/7657de5d096322cbd05d4a825dd8ba95/sd.mp4?at_=1705957771498&ak_=92d1716e2cb8dd5485816f9f0ca338b6&ad_=204f0337001caec58568246942a11b73
第63集 艾斯的空中特技,https://s138.ananas.chaoxing.com/sv-w7/video/56/0f/7e/e7b9584f0f194603ea61a0159aa12f15/sd.mp4?at_=1705957774022&ak_=4648d059e0b70f564dcc3958ace0cc00&ad_=485b37a6044055801103fbd30518d2e3
第62集 狗狗篮球赛,https://s138.ananas.chaoxing.com/sv-w8/video/41/ef/80/79a96fd912318a198bbaa69a4e2a8848/sd.mp4?at_=1705957776552&ak_=12bd1f1c1c32f3e309f814a136d7a051&ad_=689d99cf30c3c2902c66a66939e3018a
第61集 急冻危机,https://s138.ananas.chaoxing.com/sv-w9/video/26/7b/74/4f23ef6014432d23475a0971c07e6883/sd.mp4?at_=1705957779069&ak_=a3682405cdb6e775a641cabdbad6bf3f&ad_=d7e0261b409b6deb0a36ba9b47d323aa
第60集 赶羊比赛,https://s138.ananas.chaoxing.com/sv-w9/video/0d/2a/cc/ee9ae27d3d4d472f3defca49e5bb5cdb/sd.mp4?at_=1705957781586&ak_=466fbedf14be286dd5d79434971b3e98&ad_=db26aee52cef64940d18a4d72a6bbcc4
第59集 丛林历险,https://s138.ananas.chaoxing.com/sv-w7/video/5c/9f/fc/65e4709b499bd6f0f838f863607d71df/sd.mp4?at_=1705957784104&ak_=115579ef197c607d2ac8960713ed5d2a&ad_=ab3cb98c7ac7601223ff5fc209f27c36
第58集 新同伴来报到,https://s138.ananas.chaoxing.com/sv-w7/video/de/7e/ab/b022516bec691a018be7f657abd2e11b/sd.mp4?at_=1705957786610&ak_=7e679fdd07b82a00ac8744148b29079f&ad_=2c331e51d62bacc59087af4acc5eb91e
第57集 话剧表演,https://s138.ananas.chaoxing.com/sv-w7/video/26/7b/1b/0a66e074569d3795b5bcb9dd426ca119/sd.mp4?at_=1705957789133&ak_=3c4768eee43fc2e72cbf9fb022ae144f&ad_=bb64eb05800839e077c62b6dec313af8
第56集 乌龙闹鬼记,https://s138.ananas.chaoxing.com/sv-w8/video/09/23/4f/df22f279317882db7057c52d6e5a2e69/sd.mp4?at_=1705957791648&ak_=32ce4cf731f02131c4fb4b38e59861ea&ad_=aea42516c863ad93648eb53256bab0f8
第55集 海狸的水坝,https://s138.ananas.chaoxing.com/sv-w7/video/f9/55/46/eceeddf12c1921b1415b591eee88a95a/sd.mp4?at_=1705957794182&ak_=73fd55ae6178eaf182a0290755258d3f&ad_=08dd30a035a49ace3adb092764f74f23
第54集 潜水中历险,https://s138.ananas.chaoxing.com/sv-w9/video/62/00/0a/fd4878c23e01617956dfe96ad5cf237f/sd.mp4?at_=1705957796843&ak_=12be8364befb29ee7a2302928ced423b&ad_=e8fde889e2da9581e6605620f03e055c
第53集 飞走的花车,https://s138.ananas.chaoxing.com/sv-w8/video/1d/7c/58/ed1c89fa46e7badc708c0a4e37764546/sd.mp4?at_=1705957799242&ak_=bb6fc273b570f62633ddc23685dce6a2&ad_=764762d593a6dfccbb245d3bd6c0dd85
第52集 山洞探险,https://s138.ananas.chaoxing.com/sv-w9/video/1f/78/03/855053b678c85b10d6703fb18f0534e9/sd.mp4?at_=1705957801282&ak_=0b78e6846deb68e21763cec01f06bc74&ad_=7b5f7339dcb9ec7b79368ebaa178f73a
第51集 飞上天的青蛙,https://s138.ananas.chaoxing.com/sv-w7/video/dc/f7/7d/2601dacf689def20582407e1c4707bb3/sd.mp4?at_=1705957804284&ak_=ba736821ed7ef5cc1f7fa120fa734a40&ad_=1e88c74d62cf3f584fc1ea5533185d80

汪汪队立大功第三季,#genre#
第50集 狗狗拯救卫星,https://s138.ananas.chaoxing.com/sv-w7/video/40/5d/c1/5c683398113c2e60444f9e73c5fc7ed7/sd.mp4?at_=1705958319611&ak_=d0c5368a2f3da9d3d2c321c332cc1227&ad_=3e2a7385b54baa9e93507fa9ae4174be
第49集 飞上天的朋友,https://s138.ananas.chaoxing.com/sv-w9/video/af/e7/f6/4ccaf5fcd1ea779de82cb5ec2a26e019/sd.mp4?at_=1705958402686&ak_=605f8ed34a2ce5a74888a695857d553e&ad_=5ea669042592fceda2b93fdd1264d3b9
第48集 狗狗拯救乌鸦,https://s138.ananas.chaoxing.com/sv-w8/video/45/72/2e/2fa335e79e902781fc3d06873098eaf8/sd.mp4?at_=1705958405155&ak_=9a851523fe3d84bf7edbfd3b650701ef&ad_=36f4599ff92158f7d292587721811ce9
第47集 海底救援巡逻车,https://s138.ananas.chaoxing.com/sv-w9/video/8a/13/f4/9da57c59a5855dce78f7770bdc9f254a/sd.mp4?at_=1705958407665&ak_=233481437f5a9bab7242e73e5f03199c&ad_=954f32516ac93a2460e0d2f23ccab5e8
第46集 狗狗动不了,https://s138.ananas.chaoxing.com/sv-w9/video/e3/47/4b/71ad9b2d65ad08d2d68fb6300898a91f/sd.mp4?at_=1705958410201&ak_=29fd3dd409e7470ddcc97c1a3cc59216&ad_=f4d3238985689fd5d50e4d285ff5f12b
第45集 狗狗的植物救援,https://s138.ananas.chaoxing.com/sv-w7/video/9a/e7/08/e359a1dd69ea2d76d5fb74fcab4e8637/sd.mp4?at_=1705958412709&ak_=483a2eda7b4f28283301da2e624a4a2b&ad_=1f0ad38b61f357ab7789fb06ad92edfe
